! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Friday, 18 July 2025 14:49:04
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9914A
! SERIAL MY56072415
! FIRMWARE_VERSION A.09.56
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 86000000
!  SpanFreq 2000000
!  Num TracePoints 401
!  ResolutionBW 1500
!  VideoBW 1500
!  RF Attenuation 0
!  Preamp OFF
!  External Gain 0
!  Detector Average
!  TraceAvgCount 15 / 15
! Trace TIMESTAMP: 2025-07-18 14:48:59Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Elevation (m): 
! GPS Seconds Since Last Read: 
! CHECKSUM 1041821681
! DATA Freq,SA Average
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
85000000,-106.180140015592
85005000,-106.195405345393
85010000,-106.764494547433
85015000,-105.50698831303
85020000,-106.039838883808
85025000,-105.794539908699
85030000,-105.3128173118
85035000,-105.209051006549
85040000,-105.330374652425
85045000,-105.549734125228
85050000,-105.516077761222
85055000,-105.823835292062
85060000,-105.847482217093
85065000,-106.170202054005
85070000,-106.166818108777
85075000,-105.630292418216
85080000,-104.989888175195
85085000,-104.755573128147
85090000,-105.041512791411
85095000,-105.38385297094
85100000,-105.493654773506
85105000,-105.410183484076
85110000,-104.788915952955
85115000,-104.768541367714
85120000,-104.86950227093
85125000,-104.865252818983
85130000,-105.827920637092
85135000,-104.906904983482
85140000,-105.311731008713
85145000,-104.428672885469
85150000,-104.756547086628
85155000,-104.935385151182
85160000,-105.789834129658
85165000,-104.027961445869
85170000,-104.039858359632
85175000,-103.954366821949
85180000,-104.825295464636
85185000,-103.995834368463
85190000,-104.846313255935
85195000,-104.469259057642
85200000,-104.214041686421
85205000,-104.359309606409
85210000,-104.117025693015
85215000,-104.532691754389
85220000,-104.733162331836
85225000,-103.442093502386
85230000,-103.681643278755
85235000,-104.000050131427
85240000,-104.634824554408
85245000,-104.460347306744
85250000,-104.273237108844
85255000,-103.184316611018
85260000,-103.585219664536
85265000,-105.193073246673
85270000,-103.712808715536
85275000,-103.496622358028
85280000,-103.664805057595
85285000,-103.237463770737
85290000,-103.407983992773
85295000,-103.403809174331
85300000,-103.852294889701
85305000,-104.768547468235
85310000,-103.889061314887
85315000,-103.352555174608
85320000,-102.574134949572
85325000,-103.622245419837
85330000,-103.254619394823
85335000,-102.381549657057
85340000,-102.76530597066
85345000,-102.966818702574
85350000,-102.50764923421
85355000,-102.688035334689
85360000,-103.272761372952
85365000,-102.63563472111
85370000,-102.77265267423
85375000,-102.124398748547
85380000,-101.305137202135
85385000,-102.296325665746
85390000,-102.892302732989
85395000,-101.725095881384
85400000,-101.591925666629
85405000,-101.916065820407
85410000,-101.503747991337
85415000,-101.674374082837
85420000,-101.362449323892
85425000,-101.885764983773
85430000,-101.37271839231
85435000,-101.847121218826
85440000,-101.151407529428
85445000,-100.862001268568
85450000,-101.182213895036
85455000,-101.489897224766
85460000,-101.167832773737
85465000,-101.158077085265
85470000,-100.624566742602
85475000,-100.645849769711
85480000,-101.278877525689
85485000,-100.318443527099
85490000,-101.126358827973
85495000,-101.188803860176
85500000,-100.80933483028
85505000,-100.836018751835
85510000,-100.30968045272
85515000,-101.033231715033
85520000,-99.3272558744203
85525000,-100.108482578594
85530000,-100.429627618994
85535000,-100.57277337699
85540000,-99.3452983693783
85545000,-99.7543455412967
85550000,-100.38065011458
85555000,-100.454452951778
85560000,-98.8520079690889
85565000,-99.4908002706108
85570000,-99.0254324335234
85575000,-99.9884363412096
85580000,-99.2837119203105
85585000,-99.566454854137
85590000,-98.4813170107649
85595000,-99.023689601838
85600000,-98.284411095536
85605000,-98.6488352152126
85610000,-97.7769143562536
85615000,-97.9771714312091
85620000,-98.2453406485362
85625000,-96.8686931101728
85630000,-98.4397158952233
85635000,-97.6241562906917
85640000,-96.93731143996
85645000,-97.1377652719436
85650000,-96.5508773163471
85655000,-96.2552695482974
85660000,-96.9856101303449
85665000,-96.3484702882089
85670000,-95.9804091862827
85675000,-96.0931986815116
85680000,-95.3829438202241
85685000,-96.42346875663
85690000,-96.0934319694684
85695000,-95.2175721033485
85700000,-96.5373351129494
85705000,-96.6433692131412
85710000,-95.0232986002936
85715000,-97.065436771114
85720000,-96.3472459161537
85725000,-95.3514718491459
85730000,-96.5334311987084
85735000,-95.5914946821598
85740000,-95.5961252828082
85745000,-94.9295898139648
85750000,-95.2359234156316
85755000,-95.1679182536632
85760000,-94.7983456744309
85765000,-94.5190041427054
85770000,-94.8138956292527
85775000,-93.1427222864275
85780000,-92.7409590581254
85785000,-92.5035548313291
85790000,-92.4578692794353
85795000,-91.9310879612892
85800000,-91.5167625242688
85805000,-90.0034662508311
85810000,-91.2249853828117
85815000,-89.7727287188172
85820000,-89.7006729072307
85825000,-90.4794803938188
85830000,-89.5637462747108
85835000,-89.3873707641751
85840000,-88.6104296825197
85845000,-88.0670911137208
85850000,-87.3253695334967
85855000,-87.135992919613
85860000,-86.3424182071791
85865000,-87.2988403837008
85870000,-86.063254577861
85875000,-86.013669959209
85880000,-85.3023336110685
